id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,calculated_host_listings_count,host_identity_verified,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,has_availability,availability_30,number_of_reviews,first_review,instant_bookable,reviews_per_month,review_scores_rating,review_scores_value,review_scores_checkin,review_scores_accuracy,review_scores_location,review_scores_cleanliness,review_scores_communication
690119,within an hour,98%-100%,80%-89%,f,1,t,Dn Laoghaire-Rathdown,Entire cottage,Entire home/apt,4,2 baths,2,2,"[""Fire extinguisher"", ""Dryer"", ""Carbon monoxide alarm"", ""High chair"", ""Full kitchen"", ""Pack \u2019n play/Travel crib"", ""Heating"", ""Washer"", ""Children\u2019s books and toys"", ""TV"", ""Hair dryer"", ""Iron"", ""Dishwasher"", ""Pets allowed"", ""Free street parking"", ""Coffee maker"", ""Wifi"", ""Smoke alarm"", ""Room-darkening shades"", ""Bathroom essentials"", ""Bedroom comforts""]",341.0,5,t,2,216,3435,t,1.92,4.9,4.78,4.95,4.93,4.72,4.85,4.97
726011,within an hour,98%-100%,90%-96%,t,1,t,Fingal,Entire rental unit,Entire home/apt,3,1.5 baths,1,3,"[""Fire extinguisher"", ""Dryer"", ""Outdoor furniture"", ""Hangers"", ""Washer \u2013\u00a0In building"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Host greets you"", ""Microwave"", ""High chair"", ""Crib"", ""Patio or balcony"", ""Pack \u2019n play/Travel crib"", ""Heating"", ""Dishes and silverware"", ""First aid kit"", ""Backyard"", ""Hot water"", ""Free parking on premises"", ""Children\u2019s books and toys"", ""TV"", ""Hair dryer"", ""Iron"", ""Free street parking"", ""Bathtub"", ""Shampoo"", ""Beachfront"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Essentials"", ""Refrigerator"", ""Wifi"", ""Smoke alarm"", ""Outdoor dining area"", ""Waterfront"", ""Baby safety gates""]",113.0,3,t,7,164,3342,f,1.5,4.9,4.77,4.95,4.89,4.96,4.9,4.98
726075,within a day,98%-100%,0%-69%,t,1,t,Dublin City,Entire townhouse,Entire home/apt,5,others,3,5,"[""Oven"", ""Fire extinguisher"", ""Dryer"", ""Hangers"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Laundromat nearby"", ""Cooking basics"", ""Microwave"", ""High chair"", ""Crib"", ""Patio or balcony"", ""TV with standard cable"", ""Pack \u2019n play/Travel crib"", ""Building staff"", ""Ethernet connection"", ""Heating"", ""Washer"", ""Dishes and silverware"", ""First aid kit"", ""Barbecue utensils"", ""Baking sheet"", ""Hot water"", ""Free parking on premises"", ""Children\u2019s books and toys"", ""Paid street parking off premises"", ""Hair dryer"", ""Babysitter recommendations"", ""Iron"", ""Paid parking on premises \u2013 6 spaces"", ""Cable TV"", ""Shampoo"", ""Luggage dropoff allowed"", ""Trash compactor"", ""Essentials"", ""Coffee maker"", ""Private entrance"", ""Bosch refrigerator"", ""BBQ grill"", ""Bed linens"", ""Children\u2019s dinnerware"", ""Wifi"", ""Smoke alarm"", ""Portable fans"", ""Extra pillows and blankets""]",125.0,7-33,t,0,3,2631,f,0.04,4.33,4.33,5.0,4.33,5.0,4.0,5.0
736751,within a few hours,0%-69%,0%-69%,f,1,t,Dublin City,others,Private room,2,1.5 baths,1,1,"[""Fire extinguisher"", ""Dryer"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Host greets you"", ""Crib"", ""TV with standard cable"", ""Heating"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Hot water"", ""Free parking on premises"", ""Lock on bedroom door"", ""Hair dryer"", ""Iron"", ""Cable TV"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Essentials"", ""Private entrance"", ""Refrigerator"", ""Wifi"", ""Smoke alarm""]",80.0,7-33,t,0,74,3670,f,0.61,4.52,4.6,4.81,4.62,4.65,4.36,4.75
736827,within an hour,98%-100%,97%-100%,f,10-29,t,Dublin City,Entire rental unit,Entire home/apt,4,1.5 baths,2,1,"[""TV with standard cable"", ""Essentials"", ""Dryer"", ""Cable TV"", ""Hangers"", ""Wifi"", ""Hair dryer"", ""Iron"", ""Long term stays allowed"", ""Heating"", ""Washer"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Kitchen"", ""Elevator"", ""Shampoo"", ""Free parking on premises""]",116.0,7-33,t,0,7,3149,t,0.07,4.67,4.33,4.5,4.5,4.67,4.83,5.0
742656,within a few hours,90%-97%,80%-89%,f,1,t,Dublin City,Private room in rental unit,Private room,2,others,1,1,"[""Coffee maker"", ""Essentials"", ""Fire extinguisher"", ""Refrigerator"", ""Lock on bedroom door"", ""Wifi"", ""Hair dryer"", ""Long term stays allowed"", ""Heating"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Dishes and silverware"", ""Host greets you"", ""Microwave"", ""Shampoo"", ""Hot water"", ""Paid parking off premises""]",65.0,2,t,2,368,3198,f,3.52,4.58,4.55,4.85,4.68,4.77,4.43,4.9
743772,unknown,unknown,0%-69%,f,1,f,Dublin City,Private room in bed and breakfast,Private room,2,1 private bath,1,1,"[""TV with standard cable"", ""Essentials"", ""Fire extinguisher"", ""Bed linens"", ""Cable TV"", ""Hangers"", ""Lock on bedroom door"", ""Hair dryer"", ""Wifi"", ""Long term stays allowed"", ""Heating"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Breakfast"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed""]",140.0,2,t,0,5,3155,f,0.05,4.75,4.25,5.0,4.25,5.0,5.0,5.0
747284,unknown,unknown,97%-100%,f,1,t,Dn Laoghaire-Rathdown,Entire condo,Entire home/apt,4,1.5 baths,2,1,"[""Oven"", ""Dryer"", ""Hangers"", ""Long term stays allowed"", ""Kitchen"", ""Cooking basics"", ""Host greets you"", ""Microwave"", ""Heating"", ""Washer"", ""Dishes and silverware"", ""Elevator"", ""Hot water"", ""TV"", ""Hair dryer"", ""Iron"", ""Free street parking"", ""Shampoo"", ""Luggage dropoff allowed"", ""Essentials"", ""Refrigerator"", ""Wifi"", ""Private patio or balcony"", ""Smoke alarm"", ""Paid parking on premises""]",229.0,7-33,t,9,38,3526,f,0.33,4.97,4.79,4.97,4.95,4.87,4.97,5.0
871174,within an hour,98%-100%,80%-89%,t,1,t,Dublin City,Private room in home,Private room,3,1 shared bath,1,2,"[""Oven"", ""Fire extinguisher"", ""Dryer"", ""Hangers"", ""Indoor fireplace"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Ethernet connection"", ""Heating"", ""Washer"", ""Dishes and silverware"", ""First aid kit"", ""Pocket wifi"", ""Hot water"", ""Free parking on premises"", ""Lock on bedroom door"", ""Hair dryer"", ""Iron"", ""Dishwasher"", ""Free street parking"", ""Shampoo"", ""Private pool"", ""Private garden or backyard"", ""Essentials"", ""Private entrance"", ""Refrigerator"", ""Bed linens"", ""Wifi"", ""Smoke alarm"", ""Waterfront"", ""Stove"", ""Extra pillows and blankets""]",42.0,2,t,0,244,3535,f,2.11,4.45,4.48,4.73,4.68,4.62,4.17,4.74
872539,within an hour,98%-100%,80%-89%,t,1,t,Dublin City,Entire cottage,Entire home/apt,4,1 bath,2,2,"[""TV with standard cable"", ""Essentials"", ""Coffee maker"", ""Refrigerator"", ""Wifi"", ""Indoor fireplace"", ""Heating"", ""Washer"", ""Smoke alarm"", ""Kitchen"", ""Dishes and silverware"", ""Breakfast"", ""Cable TV"", ""Backyard"", ""Free parking on premises""]",280.0,3,t,0,120,3533,f,1.04,4.79,4.66,4.93,4.85,4.51,4.92,4.87
922425,within an hour,98%-100%,97%-100%,f,1,t,Dublin City,Entire townhouse,Entire home/apt,4,1 bath,2,2,"[""Oven"", ""Hot water kettle"", ""Dining table"", ""Hangers"", ""Indoor fireplace"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Host greets you"", ""Microwave"", ""Heating"", ""Dishes and silverware"", ""Hot water"", ""Free parking on premises"", ""Shower gel"", ""Hair dryer"", ""Iron"", ""Dishwasher"", ""Free street parking"", ""Shampoo"", ""42\"" HDTV"", ""Coffee maker"", ""Essentials"", ""Private entrance"", ""Refrigerator"", ""Bed linens"", ""Wifi"", ""Private patio or balcony"", ""Smoke alarm"", ""Stove"", ""Wine glasses"", ""Extra pillows and blankets""]",204.0,7-33,t,0,131,3503,f,1.14,4.78,4.72,4.86,4.87,4.86,4.57,4.92
928970,unknown,unknown,0%-69%,f,1,t,Dublin City,others,Entire home/apt,4,1 bath,1,3,"[""Essentials"", ""TV"", ""Fire extinguisher"", ""Wifi"", ""Indoor fireplace"", ""Hair dryer"", ""Iron"", ""Long term stays allowed"", ""Heating"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""First aid kit"", ""Kitchen""]",165.0,2,t,0,37,3373,f,0.34,4.81,4.61,4.92,4.94,4.97,4.66,4.94
929816,within a few hours,98%-100%,97%-100%,f,1,t,Dublin City,Private room in rental unit,Private room,2,1 shared bath,1,1,"[""Oven"", ""Fire extinguisher"", ""Hangers"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Breakfast"", ""Microwave"", ""TV with standard cable"", ""Heating"", ""Washer"", ""Dishes and silverware"", ""First aid kit"", ""Elevator"", ""Hot water"", ""Lock on bedroom door"", ""Hair dryer"", ""Single level home"", ""Iron"", ""Dishwasher"", ""Cable TV"", ""Shampoo"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Essentials"", ""Refrigerator"", ""Bed linens"", ""Wifi"", ""Private patio or balcony"", ""Smoke alarm"", ""Room-darkening shades"", ""Waterfront"", ""Keypad"", ""Stove"", ""Paid parking off premises""]",79.0,2,t,0,161,3528,f,1.39,4.96,4.87,4.99,4.96,4.81,4.99,4.98
939866,within a few hours,98%-100%,97%-100%,f,1,t,Dublin City,Entire rental unit,Entire home/apt,4,2 baths,2,2,"[""Oven"", ""Hot water kettle"", ""Fire extinguisher"", ""Outdoor furniture"", ""Dining table"", ""Hangers"", ""Board games"", ""Carbon monoxide alarm"", ""Kitchen"", ""Laundromat nearby"", ""Cooking basics"", ""Microwave"", ""TV with standard cable"", ""Clothing storage: closet"", ""Pack \u2019n play/Travel crib"", ""Heating"", ""Dishes and silverware"", ""First aid kit"", ""Elevator"", ""Drying rack for clothing"", ""Cleaning products"", ""Baking sheet"", ""Hot water"", ""Shower gel"", ""Hair dryer"", ""Single level home"", ""Iron"", ""Dishwasher"", ""Freezer"", ""Bathtub"", ""Cable TV"", ""Shampoo"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Essentials"", ""Private entrance"", ""Refrigerator"", ""Conditioner"", ""Bed linens"", ""Toaster"", ""Wifi"", ""Private patio or balcony"", ""Free washer \u2013 In unit"", ""Smoke alarm"", ""Room-darkening shades"", ""Waterfront"", ""Keypad"", ""Stove"", ""Wine glasses"", ""Paid parking off premises"", ""Baby bath"", ""Extra pillows and blankets""]",334.0,2,t,4,156,3533,f,1.35,4.93,4.77,4.92,4.93,4.85,4.95,4.94
946923,within an hour,98%-100%,97%-100%,f,10-29,t,Dublin City,Entire serviced apartment,Entire home/apt,2,1 bath,1,1,"[""TV with standard cable"", ""Essentials"", ""Refrigerator"", ""Dryer"", ""Cable TV"", ""Hangers"", ""Wifi"", ""Iron"", ""Long term stays allowed"", ""Heating"", ""Washer"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Kitchen"", ""Dishes and silverware"", ""Elevator"", ""Shampoo"", ""Patio or balcony"", ""Hot water""]",60.0,5,t,0,11,2722,t,0.12,4.55,4.73,4.82,4.82,5.0,4.82,4.82
990212,within a few hours,98%-100%,80%-89%,f,1,t,Dublin City,Entire home,Entire home/apt,>5,1.5 baths,4,5,"[""Hot water kettle"", ""Fire extinguisher"", ""Dryer"", ""Outdoor furniture"", ""Dining table"", ""Hangers"", ""Board games"", ""Indoor fireplace"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Laundromat nearby"", ""Cooking basics"", ""Microwave"", ""Patio or balcony"", ""Private fenced garden or backyard"", ""Cleaning before checkout"", ""Ethernet connection"", ""Fireplace guards"", ""Dishes and silverware"", ""First aid kit"", ""Dedicated workspace"", ""Cleaning products"", ""Baking sheet"", ""Hot water"", ""Free parking on premises"", ""Free washer \u2013 In building"", ""Clothing storage: dresser and closet"", ""Shower gel"", ""Children\u2019s books and toys"", ""Fisher and Paykel refrigerator"", ""Safe"", ""Hair dryer"", ""Iron"", ""Fisher and Paykel stainless steel oven"", ""Dishwasher"", ""Freezer"", ""Free street parking"", ""Bathtub"", ""Shampoo"", ""Luggage dropoff allowed"", ""Record player"", ""Essentials"", ""Private entrance"", ""Body soap"", ""Bed linens"", ""Built in wall sound system sound system with aux"", ""Wifi"", ""Toaster"", ""Lockbox"", ""Smoke alarm"", ""Outdoor dining area"", ""Piano"", ""Wine glasses"", ""Extra pillows and blankets"", ""Any brand conditioner""]",205.0,7-33,t,0,38,2678,f,0.44,4.79,4.84,4.92,4.95,4.58,4.79,4.92
990300,unknown,unknown,unknown,f,1,t,Dublin City,Private room in townhouse,Private room,3,1 private bath,2,2,"[""Fire extinguisher"", ""Hangers"", ""Indoor fireplace"", ""Carbon monoxide alarm"", ""Kitchen"", ""Breakfast"", ""Patio or balcony"", ""TV with standard cable"", ""Heating"", ""Dishes and silverware"", ""First aid kit"", ""Backyard"", ""Hot water"", ""Free parking on premises"", ""Hair dryer"", ""Iron"", ""Dishwasher"", ""Free street parking"", ""Cable TV"", ""Shampoo"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Essentials"", ""Refrigerator"", ""Bed linens"", ""Wifi"", ""Smoke alarm"", ""Room-darkening shades"", ""Extra pillows and blankets""]",65.0,1,t,0,204,3525,f,1.77,4.9,4.84,4.96,4.94,4.92,4.95,4.96
998407,within an hour,98%-100%,90%-96%,f,2-4,t,Dublin City,Entire rental unit,Entire home/apt,2,1 bath,unknown,1,"[""Hangers"", ""Security cameras on property"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""TV with standard cable"", ""Ethernet connection"", ""Heating"", ""Dishes and silverware"", ""Hot water"", ""Single level home"", ""Free street parking"", ""Cable TV"", ""Essentials"", ""Private entrance"", ""Refrigerator"", ""Bed linens"", ""Wifi"", ""Smoke alarm"", ""Room-darkening shades"", ""Stove"", ""Extra pillows and blankets""]",53.0,1,t,2,254,2923,f,2.66,4.31,4.4,4.84,4.6,4.27,4.45,4.78
999963,within an hour,98%-100%,0%-69%,t,1,t,Dublin City,Entire rental unit,Entire home/apt,2,1 bath,unknown,1,"[""Fire extinguisher"", ""Dryer"", ""Hangers"", ""Indoor fireplace"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Smart lock"", ""TV with standard cable"", ""Heating"", ""Washer"", ""First aid kit"", ""Hot water"", ""Hair dryer"", ""Iron"", ""Cable TV"", ""Shampoo"", ""Essentials"", ""Bed linens"", ""Wifi"", ""Smoke alarm"", ""Extra pillows and blankets""]",200.0,7-33,t,0,10,3010,f,0.1,4.9,4.9,5.0,4.9,4.7,4.7,5.0
1073487,within an hour,98%-100%,80%-89%,f,1,t,Dn Laoghaire-Rathdown,Private room in home,Private room,1,1 shared bath,1,1,"[""Fire extinguisher"", ""Dryer"", ""Hangers"", ""Indoor fireplace"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Breakfast"", ""Pour-over coffee"", ""Private fenced garden or backyard"", ""TV with standard cable"", ""Heating"", ""Washer"", ""Dishes and silverware"", ""First aid kit"", ""Barbecue utensils"", ""Dedicated workspace"", ""Baking sheet"", ""Hot water"", ""Shower gel"", ""Zanussi refrigerator"", ""Free parking on premises \u2013 1 space"", ""Lock on bedroom door"", ""Hair dryer"", ""Iron"", ""Dishwasher"", ""Freezer"", ""Free street parking"", ""Cable TV"", ""Luggage dropoff allowed"", ""Record player"", ""Essentials"", ""Coffee maker"", ""BBQ grill"", ""Lidl conditioner"", ""Lidl shampoo"", ""Wifi"", ""Private patio or balcony"", ""Smoke alarm"", ""Piano"", ""SMEG stainless steel oven"", ""Extra pillows and blankets""]",85.0,3,t,21,72,3460,f,0.64,4.9,4.84,4.97,4.94,4.86,4.85,4.92
1076634,within a day,0%-69%,0%-69%,f,1,t,Dublin City,Private room in townhouse,Private room,2,1.5 shared baths,1,1,"[""Oven"", ""Outdoor furniture"", ""Hangers"", ""Indoor fireplace"", ""Kitchen"", ""Cooking basics"", ""Breakfast"", ""Microwave"", ""Shared patio or balcony"", ""Gym"", ""Private fenced garden or backyard"", ""TV with standard cable"", ""Heating"", ""Washer"", ""Dishes and silverware"", ""Hot water"", ""Lock on bedroom door"", ""Hair dryer"", ""Iron"", ""Free street parking"", ""Cable TV"", ""Essentials"", ""Refrigerator"", ""Bed linens"", ""Wifi"", ""Smoke alarm"", ""Outdoor dining area"", ""Extra pillows and blankets""]",75.0,5,t,0,50,3376,f,0.45,4.64,4.61,4.77,4.69,4.49,4.58,4.88
1086416,within an hour,98%-100%,70%-79%,f,1,t,Dublin City,Entire rental unit,Entire home/apt,2,1 bath,1,1,"[""Oven"", ""Hangers"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Host greets you"", ""Microwave"", ""Heating"", ""Washer"", ""Dishes and silverware"", ""Hot water"", ""TV"", ""Hair dryer"", ""Iron"", ""Shampoo"", ""Essentials"", ""Refrigerator"", ""Bed linens"", ""Wifi"", ""Smoke alarm"", ""Stove""]",106.0,3,t,0,240,3463,f,2.12,4.86,4.76,4.93,4.93,4.57,4.93,4.97
1173029,within an hour,98%-100%,90%-96%,t,1,t,Dublin City,Entire home,Entire home/apt,4,2 baths,2,2,"[""Fire extinguisher"", ""Hangers"", ""Long term stays allowed"", ""Table corner guards"", ""Carbon monoxide alarm"", ""Kitchen"", ""Host greets you"", ""High chair"", ""Crib"", ""Pack \u2019n play/Travel crib"", ""Heating"", ""Dishes and silverware"", ""First aid kit"", ""Backyard"", ""Hot water"", ""TV"", ""Hair dryer"", ""Iron"", ""Free street parking"", ""Bathtub"", ""Shampoo"", ""Coffee maker"", ""Essentials"", ""Bed linens"", ""Wifi"", ""Private patio or balcony"", ""Smoke alarm"", ""Room-darkening shades"", ""Baby safety gates"", ""Baby bath"", ""Extra pillows and blankets""]",271.0,3,t,10,329,2706,f,3.73,4.83,4.78,4.89,4.85,4.74,4.82,4.9
1184087,within an hour,98%-100%,0%-69%,f,5-9,t,Dublin City,Entire home,Entire home/apt,>5,others,5,5,"[""Hot water kettle"", ""Fire extinguisher"", ""Dryer"", ""Miele stainless steel oven"", ""Dining table"", ""Hangers"", ""Board games"", ""Outdoor furniture"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Game console: PS4"", ""Cooking basics"", ""Laundromat nearby"", ""Microwave"", ""High chair"", ""Crib"", ""Patio or balcony"", ""Central heating"", ""Mini fridge"", ""Fire pit"", ""Pack \u2019n play/Travel crib"", ""Barbecue utensils"", ""Washer"", ""Dishes and silverware"", ""First aid kit"", ""Alexa sound system"", ""Dedicated workspace"", ""Drying rack for clothing"", ""Cleaning products"", ""Baking sheet"", ""42\"" TV with Netflix, standard cable"", ""Hot water"", ""Shower gel"", ""Backyard"", ""Children\u2019s books and toys"", ""Free parking on premises"", ""Hair dryer"", ""Iron"", ""Dishwasher"", ""Freezer"", ""Electric stove"", ""Bread maker"", ""Free street parking"", ""Bathtub"", ""Cable TV"", ""Shampoo"", ""Coffee maker"", ""Essentials"", ""Private entrance"", ""Refrigerator"", ""Conditioner"", ""Body soap"", ""Bed linens"", ""Toaster"", ""Wifi"", ""BBQ grill"", ""Lockbox"", ""Smoke alarm"", ""Outdoor dining area"", ""Wine glasses"", ""Baby safety gates"", ""Extra pillows and blankets""]",336.0,5,t,0,18,3416,f,0.16,4.89,4.78,4.89,4.83,4.67,4.61,4.94
1207950,within a day,98%-100%,70%-79%,f,1,t,Dn Laoghaire-Rathdown,Entire home,Entire home/apt,>5,3 baths,4,4,"[""Oven"", ""Hot water kettle"", ""Fire extinguisher"", ""Dryer"", ""Outdoor furniture"", ""Dining table"", ""Hangers"", ""Indoor fireplace"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Host greets you"", ""Microwave"", ""High chair"", ""Crib"", ""Private fenced garden or backyard"", ""HDTV with Netflix, premium cable, Roku, standard cable"", ""Mini fridge"", ""Clothing storage: closet and dresser"", ""Pack \u2019n play/Travel crib"", ""Heating"", ""Washer"", ""Dishes and silverware"", ""First aid kit"", ""Barbecue utensils"", ""Dedicated workspace"", ""Cleaning products"", ""Hot water"", ""Free parking on premises"", ""Shower gel"", ""Children\u2019s books and toys"", ""Hair dryer"", ""Iron"", ""Dishwasher"", ""Sound system"", ""Freezer"", ""Bathtub"", ""Cable TV"", ""Shampoo"", ""Coffee maker"", ""Essentials"", ""Private entrance"", ""Refrigerator"", ""Conditioner"", ""Body soap"", ""Bed linens"", ""Toaster"", ""Children\u2019s dinnerware"", ""Wifi"", ""BBQ grill"", ""Private patio or balcony"", ""Smoke alarm"", ""Outdoor dining area"", ""Stove"", ""Piano"", ""Wine glasses"", ""Baby bath"", ""Extra pillows and blankets""]",270.0,5,t,2,72,3393,f,0.65,4.93,4.91,4.97,4.99,4.84,4.97,5.0
1255270,within an hour,80%-89%,0%-69%,t,2-4,t,South Dublin,Private room in home,Private room,1,1 private bath,1,unknown,"[""Essentials"", ""TV"", ""Fire extinguisher"", ""Dryer"", ""Fast wifi \u2013 230 Mbps"", ""Indoor fireplace"", ""Long term stays allowed"", ""Heating"", ""Washer"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Kitchen"", ""Dedicated workspace"", ""Shampoo"", ""Gym"", ""Free parking on premises""]",40.0,7-33,t,2,10,3379,f,0.09,4.9,4.9,5.0,5.0,4.4,5.0,5.0
1270261,within a day,0%-69%,0%-69%,f,1,t,Fingal,Private room in home,Private room,>5,2 baths,1,6,"[""Essentials"", ""TV"", ""Dryer"", ""Wifi"", ""Indoor fireplace"", ""Long term stays allowed"", ""Heating"", ""Washer"", ""Kitchen"", ""Breakfast"", ""Free parking on premises""]",50.0,1,t,1,9,2987,f,0.09,4.89,4.88,5.0,4.88,4.75,4.88,5.0
